Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
OCC(=O)[C@@]1(O)[C@H](O)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F,C21H27FO6,0.000163,0.13954,-1.18747,0.959141,-0.71897,0.293415,0.564304,-0.04754,0.11346,0.260236,-0.17242,-0.07341,-0.20201,-0.24974,0.019749,0.147159,-2.58E-02,-2.57E-02,0.098126,0.146557,-2.52E-02,-2.52E-02,0.223833,0.777254,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.13487,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,0.977288
CCN(C(=O)C1CN2CCc3c(C2CC1OC(=O)C)cc(c(c3)OC)OC)CC.[Cl-].[H+],C22H32ClN2O5,0.219494,0.284622,-0.25884,0.679613,0.323792,0.047121,-0.86646,0.351938,-0.45074,0.0577,0.341589,-0.762,0.282412,0.057607,0.005871,-0.33141,-2.58E-02,-2.57E-02,0.098126,-0.13157,-2.52E-02,-2.52E-02,0.223833,-0.00494,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.206249,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,0.803066,0.379704
CCOC(=O)[C@@H](N[C@H](C(=O)N1Cc2ccccc2C[C@H]1C(=O)O)C)CCc1ccccc1.[Cl-].[H+],C25H30ClN2O5,0.379856,0.502245,0.669798,-0.27877,0.845174,0.047121,-0.15108,0.546392,-0.11729,0.0577,0.093654,-0.66229,0.516552,0.472729,0.082205,-0.16477,-2.58E-02,-2.57E-02,0.098126,-0.03529,-2.52E-02,-2.52E-02,0.223833,-0.62173,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.08667,-0.58263,0.681945,0.942589,-0.65233,-0.68318,0.418443,-0.23795,-0.77024,0.803066,0.230307
CC(OC(=O)C(C)C)OC(=O)NCC1(CCCCC1)CC(=O)O,C16H27NO6,-0.30642,-0.22317,-1.18747,1.358468,0.67138,0.047121,-0.15108,-0.30946,-0.045,0.421783,0.423227,0.437573,0.31067,-0.10206,0.477754,0.014697,-2.58E-02,-2.57E-02,0.098126,-0.48457,-2.52E-02,-2.52E-02,-0.61605,0.587736,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,2.725518,-0.37732,-0.47951,-0.39508,0.528834,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.418443,-0.23795,1.331694,-0.3596,-0.17605
Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N,C12H12N2O2S,-0.68866,-0.65841,0.669798,-1.87608,-0.71897,-0.93806,-0.15108,-0.62441,-0.13394,0.209602,-0.22987,0.468731,0.314707,-0.54113,0.13772,0.360807,-2.58E-02,-2.57E-02,0.098126,0.371196,-2.52E-02,-2.52E-02,0.223833,-0.01528,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.143215,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,-0.3596,-1.13816
Cc1c[nH]nc1,C4H6N2,-1.47208,-1.45637,-0.41361,-0.87776,-1.06656,-1.18435,-0.50877,-1.43337,-0.92901,0.151735,-0.34779,-0.17312,-0.46441,-0.25773,-0.15374,0.809469,-2.58E-02,-2.57E-02,1.036924,1.00589,-2.52E-02,-2.52E-02,1.063719,0.887519,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.417598,-0.58263,1.438839,-0.59641,-0.65233,0.716544,0.359296,-0.23795,-0.77024,-0.3596,-1.68794
OC[C@H](Cn1ccc(nc1=O)N)OCP(=O)(O)O.O.O,C8H18N3O8P,-0.37321,-0.44079,-0.25884,0.120555,-0.0238,0.786004,1.279686,-0.61106,0.850964,-0.17015,-1.90192,-0.95206,-1.97017,-1.84238,-1.39937,1.911895,-2.58E-02,-2.57E-02,1.975722,1.804605,-2.52E-02,-2.52E-02,1.903605,1.521543,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.46229,1.618714,-0.07495,0.942589,1.384333,1.416404,-2.24319,-0.23795,0.280728,-1.52227,-0.12227
ClCCN(c1ccc2c(c1)nc(n2C)CCCC(=O)O)CCCl.[Cl-].[H+],C16H21Cl3N3O2,0.00153,-0.15062,0.20548,0.120555,0.497586,-0.69176,-0.50877,0.010115,-0.57082,0.0577,0.592548,-0.27905,0.649769,0.44878,0.300798,-0.4596,-2.58E-02,-2.57E-02,-0.84067,-0.3669,-2.52E-02,-2.52E-02,-0.61605,-0.38398,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.528834,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,2.133721,-0.23795,0.280728,1.965735,-0.66009
O=c1[nH]c(=O)c2c(n1)n(C[C@H]([C@H]([C@H](COP(=O)(O)O)O)O)O)c1c(n2)cc(c(c1)C)C,C17H21N4O9P,0.291992,0.357163,0.979342,-0.23884,0.149998,1.278593,1.279686,0.130235,1.35458,0.092662,-1.2972,-0.88351,-0.9448,-0.90037,-0.75747,0.980388,-2.58E-02,-2.57E-02,1.036924,0.752725,-2.52E-02,-2.52E-02,1.063719,0.811711,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.25465,1.618714,-0.07495,0.942589,1.384333,2.116264,-2.24319,-0.23795,1.331694,-0.3596,0.349824
COc1ccc(cc1)O,C7H8O2,-1.27392,-1.23874,-0.25884,-1.31702,-0.89277,-0.93806,-0.50877,-1.22186,-0.9196,0.24577,-0.04543,0.038755,0.024051,-0.33756,0.089144,0.510361,-2.58E-02,-2.57E-02,0.098126,0.631492,-2.52E-02,-2.52E-02,1.063719,0.749687,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.584452,-0.58263,1.438839,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,-0.3596,-1.68794
C1=CN=NN=NN=C1.CC(C(=O)O)O,C6H9N5O3,-0.92024,-0.87604,-1.18747,-0.5583,-0.89277,0.53971,-0.15108,-0.69392,0.164992,0.196341,-1.00996,-0.74954,-0.92866,-1.19973,-0.64991,1.382046,-2.58E-02,-2.57E-02,1.975722,1.13782,-2.52E-02,-2.52E-02,1.063719,1.745518,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.42409,-0.58263,-0.07495,-0.59641,-0.65233,0.016684,0.418443,-0.23795,-0.77024,-0.3596,0.116766
OC(=O)[C@@H]([C@H](C(=O)O)O)O.Cc1ccc(cc1)c1nc2n(c1CC(=O)N(C)C)cc(cc2)C,C23H27N3O7,0.297366,0.502245,1.134115,-0.6781,0.149998,0.53971,0.564304,0.359168,0.567355,0.421783,-0.00915,-0.04537,-0.46441,0.456763,0.234873,-0.16904,-2.58E-02,-2.57E-02,0.098126,-0.33481,-2.52E-02,-2.52E-02,-0.61605,-0.60106,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.13487,-0.58263,-0.83184,0.942589,1.384333,0.016684,-2.24319,-0.23795,-0.77024,-0.3596,0.290066
OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N,C10H13N5O4,-0.59938,-0.51333,0.20548,0.120555,-0.71897,0.293415,0.564304,-0.7082,0.408896,0.13124,-0.84064,-1.11408,-1.37675,-1.82641,-0.91708,0.929112,-2.58E-02,-2.57E-02,1.036924,0.781251,-2.52E-02,-2.52E-02,1.063719,1.549109,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.4315,-0.58263,-0.07495,-0.59641,1.384333,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,0.021153
CCN(CC#CCOC(=O)C(c1ccccc1)(C1CCCCC1)O)CC.[Cl-].[H+],C22H31ClNO3,-0.0021,0.066999,-0.25884,0.479949,0.323792,-0.44547,-0.50877,0.181027,-0.67449,0.0577,0.982593,-0.26348,0.887946,0.716214,0.481224,-0.78435,-2.58E-02,-2.57E-02,-0.84067,-0.77696,-2.52E-02,-2.52E-02,-0.61605,-0.23236,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.869958,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,1.965735,0.236283
CCCC(=O)Nc1ccc(c(c1)C(=O)C)OCC(CNC(C)C)O.[Cl-].[H+],C18H28ClN2O4,-0.10137,-0.07808,-0.25884,0.360151,0.845174,-0.19917,0.206612,0.000661,-0.21722,0.0577,0.235763,-0.61867,0.076531,0.289117,0.01628,0.01897,-2.58E-02,-2.57E-02,0.098126,-0.1494,-2.52E-02,-2.52E-02,0.223833,-0.24614,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.269283,-0.58263,-0.07495,0.942589,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,0.803066,-0.33142
[O-]c1ccc2c(c1)oc1c(c2c2ccccc2C(=O)[O-])ccc(=O)c1.[Na+].[Na+],C20H10Na2O5,-0.08544,0.066999,1.907977,-1.87608,-0.71897,-0.19917,-0.86646,-0.20732,-0.14794,-2.83688,-0.75295,0.559089,0.383334,0.688273,-1.49305,0.476177,-2.58E-02,-2.57E-02,0.098126,1.020152,-2.52E-02,-2.52E-02,1.063719,-0.85949,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.59836,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,-0.3596,-0.22386
C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1.COS(=O)(=O)[O-],C21H27NO4S,-0.02303,0.066999,0.669798,-0.5583,-0.54518,-0.44547,-0.86646,0.211983,-0.3723,-0.2461,0.559289,0.895592,-0.747,-0.0821,0.047507,-0.60488,-2.58E-02,-2.57E-02,-0.84067,-0.44891,-2.52E-02,-2.52E-02,-0.61605,-1.05935,-2.47E-02,-2.47E-02,-1.43158,0.8216132743,1.878749,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.514002,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,2.382659,0.803066,-0.39118
C#C[C@]1(O)CC[C@@H]2[C@]1(CC)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12,C21H28O2,-0.38627,-0.22317,-1.18747,1.158805,-0.89277,-0.93806,-0.50877,-0.138,-0.82498,0.445895,0.483699,0.836392,1.154381,0.784071,0.894121,-0.25023,-2.58E-02,-2.57E-02,0.098126,-0.07452,-2.52E-02,-2.52E-02,0.223833,0.177687,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,2.648644,-0.47951,-0.39508,0.621531,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,-1.52227,0.774109
CCN(C(=O)Oc1cccc(c1)[C@@H](N(C)C)C)C,C14H22N2O2,-0.67904,-0.58587,-0.25884,0.120555,-0.0238,-0.69176,-0.86646,-0.51448,-0.87953,0.443483,0.169244,0.362795,0.504441,-0.29764,0.411829,0.228345,-2.58E-02,-2.57E-02,0.098126,0.342671,-2.52E-02,-2.52E-02,0.223833,0.32241,-2.47E-02,-2.47E-02,0.91283,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.488047,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.65412
[NH3+]C[C@H]1C[C@@]1(c1ccccc1)C(=O)N(CC)CC.[Cl-],C15H23ClN2O,-0.52599,-0.51333,-0.25884,0.240353,-0.0238,-1.18435,-0.50877,-0.37675,-0.69645,0.0577,0.129937,-1.00191,-1.02958,0.041641,-0.32722,0.185616,-2.58E-02,-2.57E-02,0.098126,0.278488,-2.52E-02,-2.52E-02,0.223833,0.060531,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.380519,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.66607
Oc1ccc(cc1)CCN[C@H]([C@@H](c1ccc(cc1)O)O)C.[Cl-].[H+],C17H21ClNO3,-0.33272,-0.29571,0.669798,-0.71803,-0.0238,-0.44547,0.564304,-0.2203,-0.39752,0.0577,0.420203,-0.66541,0.447925,0.165379,0.092614,-0.2545,-2.58E-02,-2.57E-02,0.098126,-0.2635,-2.52E-02,-2.52E-02,-0.61605,-0.15311,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,2.084166,-0.39508,0.539957,-0.58263,-0.07495,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.7318
OC(=O)C(O)C.CN1CCN(CC1)C(c1ccccc1)c1ccccc1,C21H28N2O3,-0.17882,-0.00554,0.669798,-0.35864,-0.37138,-0.19917,-0.15108,0.186032,-0.50264,0.514612,-0.36593,0.035639,0.31067,0.376932,0.342434,0.326623,-2.58E-02,-2.57E-02,0.098126,0.763422,-2.52E-02,-2.52E-02,1.063719,-0.35985,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,1.878749,0.98634,-0.36345,-0.36668,-0.37732,2.084166,-0.39508,-0.22016,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.63021
CC(=O)O[C@@]12CO[C@@H]1C[C@@H]([C@@]1([C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H]([C@H](c3ccccc3)NC(=O)OC(C)(C)C)O)C(=C(C2(C)C)[C@H](C1=O)O)C)C)O,C43H53NO14,1.949065,2.315774,0.669798,0.360151,1.366555,2.017476,0.921995,1.934818,1.433629,0.551985,0.326471,0.518584,-0.01228,0.520628,0.599194,-1.12191,-2.58E-02,-2.57E-02,-0.84067,-1.28329,-2.52E-02,-2.52E-02,-1.45594,-0.88706,-2.47E-02,-2.47E-02,-1.43158,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,2.529585,-0.63544,1.618714,1.438839,2.481588,1.384333,1.416404,-1.88831,-0.23795,1.331694,0.803066,2.72821
N[C@@H](C(S)(C)C)C(=O)O,C5H11NO2S,-1.15574,-1.23874,-1.18747,1.318536,-0.71897,-0.69176,-0.15108,-1.15438,-0.04271,0.162585,-1.06136,-0.36318,-1.32831,-1.04806,-0.63603,1.587149,-2.58E-02,-2.57E-02,1.975722,1.330368,-2.52E-02,-2.52E-02,1.903605,1.456073,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.35364,-0.58263,0.681945,-0.59641,-0.65233,0.016684,0.359296,-0.23795,0.280728,-0.3596,-1.19194
CCC(C(=O)O)Cc1c(I)cc(c(c1I)N)I,C11H12I3NO2,0.832141,-0.65841,-0.25884,-0.4385,-0.37138,-0.93806,-0.15108,-0.10963,-0.51096,0.338599,0.649997,0.767845,1.307783,0.991632,0.91841,-1.10909,-2.58E-02,-2.57E-02,-0.84067,-0.47387,-2.52E-02,-2.52E-02,-0.61605,-0.39776,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,1.878749,-1.01323,-0.36345,-0.36668,2.648644,-0.47951,-0.39508,0.180294,1.618714,-0.07495,-0.59641,-0.65233,-0.68318,2.133721,-0.23795,1.331694,0.803066,-0.82742
ClCC1CO1.C=CCNCCCCCC[N+](C)(C)C.CCCCCCCCCCNCC=C.C=CCN.[Cl-].[Cl-].[H+],C31H66Cl3N4O,1.055196,0.937492,-1.18747,1.358468,2.756907,-0.44547,0.206612,1.507724,-0.51953,0.0577,2.167845,-0.14508,-0.31908,-0.96024,0.279979,-1.96796,-2.58E-02,-2.57E-02,-1.77947,-2.32447,-2.52E-02,-2.52E-02,-2.29583,-0.11865,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,1.396475,0.518042,1.438839,0.942589,-0.65233,1.416404,0.359296,-0.23795,3.433624,1.965735,0.911554
NCCCC1NC(=O)C(CCCCNC(=O)C(CC(=O)N)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(CC)C)Cc1ccccc1)CC1N=CN=C1)CC(=O)O)NC(=O)C(C(CC)C)NC(=O)C(NC(=O)C(NC(=O)C1CSC(=N1)C(C(CC)C)N)CC(C)C)CCC(=O)O.[Zn],C66H103N17O16SZn,5.155314,5.435044,-0.25884,0.719545,5.016227,3.741536,4.856596,5.722683,5.389187,-5.49155,-1.90797,-2.13605,-2.56763,0.337016,-4.45273,-0.29296,-2.58E-02,-2.57E-02,0.098126,-1.0016,-2.52E-02,-2.52E-02,-1.45594,-2.3653,-2.47E-02,-2.47E-02,-2.60379,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-4.12084,2.719385,2.195733,2.481588,1.384333,3.515983,-1.88831,-0.23795,0.280728,0.803066,3.690321
OS(=O)(=O)O.OC[C@H]1OC([C@@H]([C@@H]1O[C@H]1O[C@@H](CN)[C@H]([C@@H]([C@H]1N)O)O)O)O[C@@H]1[C@@H](O)[C@H](N)C[C@@H](C1O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1N)O)O)N,C23H47N5O18S,1.505171,1.517822,-1.18747,2.11719,0.497586,4.234124,4.498905,0.869493,3.917921,0.001038,-4.2694,-3.02405,-3.78274,-4.4329,-3.06831,3.142509,-2.49E-02,-2.46E-02,1.975722,2.799434,-2.52E-02,-2.52E-02,1.903605,3.478747,-2.17E-02,-1.99E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-4.42488,2.719385,2.195733,0.942589,1.384333,2.816123,-1.88831,-0.23795,0.280728,0.803066,2.303925
OC(=O)CC(C(=O)O)O.CN(CCc1c[nH]c2c1cc(cc2)CS(=O)(=O)N1CCCC1)C,C21H31N3O7S,0.354261,0.429704,0.20548,0.20042,0.497586,0.786004,0.564304,0.43758,0.651231,0.348243,-1.03415,0.116649,-0.58148,0.069581,-0.09475,0.822288,-2.58E-02,-2.57E-02,1.036924,0.866828,-2.52E-02,-2.52E-02,1.063719,-0.29783,-2.47E-02,-2.47E-02,-0.25938,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-1.05443,-0.58263,-0.83184,0.942589,1.384333,0.016684,-2.24319,-0.23795,-0.77024,0.803066,0.057008
O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,C6H10O4,-1.17021,-1.1662,-1.18747,2.11719,-1.06656,-0.44547,-0.15108,-1.29119,-0.56406,0.210808,-0.93135,-0.8617,-1.0538,-1.04007,-0.64297,1.420503,-2.58E-02,-2.57E-02,1.975722,1.49439,-2.52E-02,-2.52E-02,1.903605,1.776531,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.23499,-0.58263,1.438839,-0.59641,-0.65233,0.016684,0.359296,-0.23795,-0.77024,-0.3596,-0.26569
OC[C@@H]1O[C@@H]([C@H]([C@H]1O)O)n1c(NC(C)C)nc2c1cc(Cl)c(c2)Cl,C15H19Cl2N3O4,-0.08558,-0.15062,0.20548,0.240353,-0.37138,-0.19917,0.564304,-0.17155,-0.07107,0.312076,0.142032,-0.00487,0.060383,-0.5052,0.13772,-0.14768,-2.58E-02,-2.57E-02,0.098126,-0.12444,-2.52E-02,-2.52E-02,0.223833,0.463687,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.180294,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,0.236283
[O-]C(=O)c1ccccc1Nc1c(Cl)ccc(c1Cl)C.O.[Na+],C14H12Cl2NNaO3,-0.27455,-0.36825,0.669798,-1.59655,-0.54518,-0.69176,-0.15108,-0.40474,-0.53425,-1.25396,0.894909,0.643214,0.42774,0.664324,-0.18149,-0.80144,-2.58E-02,-2.57E-02,-0.84067,-0.75913,-2.52E-02,-2.52E-02,-0.61605,-0.64241,-2.47E-02,-2.47E-02,-0.25938,0.8216132743,1.878749,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,0.925576,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,-0.77024,-0.3596,-0.91108
FC(c1cc2NCNS(=O)(=O)c2cc1S(=O)(=O)N)(F)F,C8H8F3N3O4S2,-0.29746,-0.44079,-0.25884,-0.87776,-0.71897,0.786004,0.206612,-0.61736,0.355553,0.054083,-0.41431,0.3441,-0.59763,-1.10394,-0.27865,0.433448,-2.58E-02,-2.57E-02,0.098126,0.292751,-2.52E-02,-2.52E-02,0.223833,0.332748,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.20532,-0.58263,-0.83184,-0.59641,1.384333,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.52862
O[C@H]1CCC(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](CCCC(O)(C)C)C)C)/C1,C27H44O2,0.029436,0.212081,-1.18747,1.23867,-0.0238,-0.93806,-0.15108,0.470205,-0.78685,0.054083,-0.41431,1.699461,-0.59763,-1.10394,-0.27865,0.433448,-2.58E-02,-2.57E-02,0.098126,0.292751,-2.52E-02,-2.52E-02,0.223833,0.332748,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,-1.01323,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.20532,-0.58263,-0.83184,-0.59641,1.384333,-0.68318,0.359296,-0.23795,-0.77024,-1.52227,-0.52862
[O-]C(=O)CN(C(C(=O)[O-])COCc1ccccc1)CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.[Gd+3].[H+].[H+],C36H60GdN5O21,3.128776,2.67848,-0.25884,0.879276,4.494846,4.973007,3.425832,1.859373,4.106913,0.0577,-6.09566,-4.8904,-3.33464,-1.33944,-3.25568,4.475675,1.71E+00,1.51E+00,1.975722,4.917456,7.96E-01,7.04E-01,1.903605,1.09082,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-6.79421,2.719385,2.195733,2.481588,1.384333,3.515983,-1.88831,-0.23795,-0.77024,0.803066,2.190384
CCOc1ccc(cc1)CC(N(CC(=O)[O-])CC(=O)[O-])CN(CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Gd+3],C23H28GdN3Na2O11,1.561736,1.010034,-0.25884,0.20042,2.409319,2.017476,-0.86646,0.314493,1.375097,0.0577,-2.38872,-2.68754,-0.77525,-1.1199,-1.43754,1.702519,-2.58E-02,-2.57E-02,1.975722,2.075598,-2.52E-02,-2.52E-02,1.903605,0.963326,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-2.81567,1.618714,0.681945,2.481588,1.384333,2.816123,-1.88831,-0.23795,-0.77024,0.803066,-0.1641
Nc1ccc(cc1)S(=O)(=O)[N-]c1ncccn1.[Na+],C10H9N4NaO2S,-0.57572,-0.58587,0.669798,-1.87608,-0.54518,-0.19917,-0.50877,-0.69967,-0.13684,-1.32871,-0.55037,0.393953,-0.1899,-0.98419,-1.00382,0.621458,-2.58E-02,-2.57E-02,1.036924,0.763422,-2.52E-02,-2.52E-02,1.063719,0.10188,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,2.749695,-0.36668,-0.37732,-0.47951,-0.39508,-0.18679,-0.58263,-0.83184,-0.59641,-0.65233,-0.68318,0.359296,-0.23795,0.280728,-1.52227,-0.89315
OCCCC(=O)[O-].[Na+],C4H7NaO3,-1.26473,-1.31128,-1.18747,1.118872,-0.54518,-0.69176,-0.50877,-1.45598,-0.54668,-1.31665,-0.71365,-0.8617,-0.59763,-1.00814,-1.38896,1.364955,-2.58E-02,-2.57E-02,1.036924,1.216266,-2.52E-02,-2.52E-02,1.063719,1.469856,-2.47E-02,-2.47E-02,0.91283,0.8216132743,-0.53194,0.98634,-0.36345,-0.36668,-0.37732,-0.47951,-0.39508,-0.00139,-0.58263,2.195733,-0.59641,-0.65233,0.716544,0.359296,-0.23795,-0.77024,-0.3596,-1.48476
[O-]C(=O)C(=O)[O-].NC1CCCCC1N.[Pt+2],C8H14N2O4Pt,0.013645,-0.8035,-1.18747,1.118872,-0.89277,0.047121,-0.15108,-1.02388,0.32152,0.0577,-2.07427,-1.42566,-0.88425,-0.82054,-1.0524,1.800797,-2.58E-02,-2.57E-02,1.975722,2.343025,-2.52E-02,-2.52E-02,1.903605,1.301013,-2.47E-02,-2.47E-02,0.91283,-0.7682798259,-0.53194,-1.01323,-0.36345,2.725518,-0.37732,-0.47951,-0.39508,-1.79971,-0.58263,-0.07495,-0.59641,1.384333,0.016684,0.359296,-0.23795,0.280728,-0.3596,-0.86327
